"Station","TTArrTime","ArrFlag","Loop","TTDepTime","DepFlag","Secn","TTHaltTime","MinHaltTime","TTRunTime","MinRunTime","TrainID","Priority"
"Juliet",2016-04-17 03:19:00,"P",0,2016-04-17 03:24:00,"P",0,5,5,18,15,20007,2
"India",2016-04-17 03:42:00,"P",0,2016-04-17 03:47:00,"P",0,5,5,18,15,20007,2
"Hotel",2016-04-17 04:05:00,"P",0,2016-04-17 04:10:00,"P",0,5,5,18,15,20007,2
"Golf",2016-04-17 04:28:00,"P",0,2016-04-17 04:33:00,"P",0,5,5,18,15,20007,2
"Foxtrot",2016-04-17 04:51:00,"P",0,2016-04-17 04:56:00,"P",0,5,5,18,15,20007,2
"Echo",2016-04-17 05:14:00,"P",0,2016-04-17 05:19:00,"P",0,5,5,18,15,20007,2
"Delta",2016-04-17 05:37:00,"P",0,2016-04-17 05:42:00,"P",0,5,5,18,15,20007,2
"Charlie",2016-04-17 06:00:00,"P",0,2016-04-17 06:05:00,"P",0,5,5,18,15,20007,2
"Bravo",2016-04-17 06:23:00,"P",0,2016-04-17 06:28:00,"P",0,5,5,18,15,20007,2
"Alpha",2016-04-17 06:46:00,"P",0,2016-04-17 06:51:00,"P",0,5,5,0,0,20007,2
"Alpha",2016-04-17 13:21:00,"P",0,2016-04-17 13:26:00,"P",0,5,5,18,15,20008,2
"Bravo",2016-04-17 13:44:00,"P",0,2016-04-17 13:49:00,"P",0,5,5,18,15,20008,2
"Charlie",2016-04-17 14:07:00,"P",0,2016-04-17 14:12:00,"P",0,5,5,18,15,20008,2
"Delta",2016-04-17 14:30:00,"P",0,2016-04-17 14:35:00,"P",0,5,5,18,15,20008,2
"Echo",2016-04-17 14:53:00,"P",0,2016-04-17 14:58:00,"P",0,5,5,18,15,20008,2
"Foxtrot",2016-04-17 15:16:00,"P",0,2016-04-17 15:21:00,"P",0,5,5,18,15,20008,2
"Golf",2016-04-17 15:39:00,"P",0,2016-04-17 15:44:00,"P",0,5,5,18,15,20008,2
"Hotel",2016-04-17 16:02:00,"P",0,2016-04-17 16:07:00,"P",0,5,5,18,15,20008,2
"India",2016-04-17 16:25:00,"P",0,2016-04-17 16:30:00,"P",0,5,5,18,15,20008,2
"Juliet",2016-04-17 16:48:00,"P",0,2016-04-17 16:53:00,"P",0,5,5,18,15,20008,2
"Kilo",2016-04-17 17:11:00,"P",0,2016-04-17 17:16:00,"P",0,5,5,0,0,20008,2
"Kilo",2016-04-16 14:54:00,"P",0,2016-04-16 14:59:00,"P",0,5,5,18,15,20009,2
"Juliet",2016-04-16 15:17:00,"P",0,2016-04-16 15:22:00,"P",0,5,5,18,15,20009,2
"India",2016-04-16 15:40:00,"P",0,2016-04-16 15:45:00,"P",0,5,5,18,15,20009,2
"Hotel",2016-04-16 16:03:00,"P",0,2016-04-16 16:08:00,"P",0,5,5,18,15,20009,2
"Golf",2016-04-16 16:26:00,"P",0,2016-04-16 16:31:00,"P",0,5,5,18,15,20009,2
"Foxtrot",2016-04-16 16:49:00,"P",0,2016-04-16 16:54:00,"P",0,5,5,18,15,20009,2
"Echo",2016-04-16 17:12:00,"P",0,2016-04-16 17:17:00,"P",0,5,5,18,15,20009,2
"Delta",2016-04-16 17:35:00,"P",0,2016-04-16 17:40:00,"P",0,5,5,18,15,20009,2
"Charlie",2016-04-16 17:58:00,"P",0,2016-04-16 18:03:00,"P",0,5,5,18,15,20009,2
"Bravo",2016-04-16 18:21:00,"P",0,2016-04-16 18:26:00,"P",0,5,5,18,15,20009,2
"Alpha",2016-04-16 18:44:00,"P",0,2016-04-16 18:49:00,"P",0,5,5,0,0,20009,2
"Alpha",2016-04-17 15:10:00,"P",0,2016-04-17 15:15:00,"P",0,5,5,18,15,20010,2
"Bravo",2016-04-17 15:33:00,"P",0,2016-04-17 15:38:00,"P",0,5,5,18,15,20010,2
"Charlie",2016-04-17 15:56:00,"P",0,2016-04-17 16:01:00,"P",0,5,5,18,15,20010,2
"Delta",2016-04-17 16:19:00,"P",0,2016-04-17 16:24:00,"P",0,5,5,18,15,20010,2
"Echo",2016-04-17 16:42:00,"P",0,2016-04-17 16:47:00,"P",0,5,5,18,15,20010,2
"Foxtrot",2016-04-17 17:05:00,"P",0,2016-04-17 17:10:00,"P",0,5,5,18,15,20010,2
"Golf",2016-04-17 17:28:00,"P",0,2016-04-17 17:33:00,"P",0,5,5,18,15,20010,2
"Hotel",2016-04-17 17:51:00,"P",0,2016-04-17 17:56:00,"P",0,5,5,18,15,20010,2
"India",2016-04-17 18:14:00,"P",0,2016-04-17 18:19:00,"P",0,5,5,18,15,20010,2
"Juliet",2016-04-17 18:37:00,"P",0,2016-04-17 18:42:00,"P",0,5,5,18,15,20010,2
"Kilo",2016-04-17 19:00:00,"P",0,2016-04-17 19:05:00,"P",0,5,5,0,0,20010,2
"Kilo",2016-04-17 16:14:00,"P",0,2016-04-17 16:19:00,"P",0,5,5,18,15,20011,2
"Juliet",2016-04-17 16:37:00,"P",0,2016-04-17 16:42:00,"P",0,5,5,18,15,20011,2
"India",2016-04-17 17:00:00,"P",0,2016-04-17 17:05:00,"P",0,5,5,18,15,20011,2
"Hotel",2016-04-17 17:23:00,"P",0,2016-04-17 17:28:00,"P",0,5,5,18,15,20011,2
"Golf",2016-04-17 17:46:00,"P",0,2016-04-17 17:51:00,"P",0,5,5,18,15,20011,2
"Foxtrot",2016-04-17 18:09:00,"P",0,2016-04-17 18:14:00,"P",0,5,5,18,15,20011,2
"Echo",2016-04-17 18:32:00,"P",0,2016-04-17 18:37:00,"P",0,5,5,18,15,20011,2
"Delta",2016-04-17 18:55:00,"P",0,2016-04-17 19:00:00,"P",0,5,5,18,15,20011,2
"Charlie",2016-04-17 19:18:00,"P",0,2016-04-17 19:23:00,"P",0,5,5,18,15,20011,2
"Bravo",2016-04-17 19:41:00,"P",0,2016-04-17 19:46:00,"P",0,5,5,18,15,20011,2
"Alpha",2016-04-17 20:04:00,"P",0,2016-04-17 20:09:00,"P",0,5,5,0,0,20011,2
"Alpha",2016-04-16 08:36:00,"P",0,2016-04-16 08:41:00,"P",0,5,5,18,15,20012,2
"Bravo",2016-04-16 08:59:00,"P",0,2016-04-16 09:04:00,"P",0,5,5,18,15,20012,2
"Charlie",2016-04-16 09:22:00,"P",0,2016-04-16 09:27:00,"P",0,5,5,18,15,20012,2
"Delta",2016-04-16 09:45:00,"P",0,2016-04-16 09:50:00,"P",0,5,5,18,15,20012,2
"Echo",2016-04-16 10:08:00,"P",0,2016-04-16 10:13:00,"P",0,5,5,18,15,20012,2
"Foxtrot",2016-04-16 10:31:00,"P",0,2016-04-16 10:36:00,"P",0,5,5,18,15,20012,2
"Golf",2016-04-16 10:54:00,"P",0,2016-04-16 10:59:00,"P",0,5,5,18,15,20012,2
"Hotel",2016-04-16 11:17:00,"P",0,2016-04-16 11:22:00,"P",0,5,5,18,15,20012,2
"India",2016-04-16 11:40:00,"P",0,2016-04-16 11:45:00,"P",0,5,5,18,15,20012,2
"Juliet",2016-04-16 12:03:00,"P",0,2016-04-16 12:08:00,"P",0,5,5,18,15,20012,2
"Kilo",2016-04-16 12:26:00,"P",0,2016-04-16 12:31:00,"P",0,5,5,0,0,20012,2
"Kilo",2016-04-17 07:49:00,"P",0,2016-04-17 07:54:00,"P",0,5,5,18,15,20013,2
"Juliet",2016-04-17 08:12:00,"P",0,2016-04-17 08:17:00,"P",0,5,5,18,15,20013,2
"India",2016-04-17 08:35:00,"P",0,2016-04-17 08:40:00,"P",0,5,5,18,15,20013,2
"Hotel",2016-04-17 08:58:00,"P",0,2016-04-17 09:03:00,"P",0,5,5,18,15,20013,2
"Golf",2016-04-17 09:21:00,"P",0,2016-04-17 09:26:00,"P",0,5,5,18,15,20013,2
"Foxtrot",2016-04-17 09:44:00,"P",0,2016-04-17 09:49:00,"P",0,5,5,18,15,20013,2
"Echo",2016-04-17 10:07:00,"P",0,2016-04-17 10:12:00,"P",0,5,5,18,15,20013,2
"Delta",2016-04-17 10:30:00,"P",0,2016-04-17 10:35:00,"P",0,5,5,18,15,20013,2
"Charlie",2016-04-17 10:53:00,"P",0,2016-04-17 10:58:00,"P",0,5,5,18,15,20013,2
"Bravo",2016-04-17 11:16:00,"P",0,2016-04-17 11:21:00,"P",0,5,5,18,15,20013,2
"Alpha",2016-04-17 11:39:00,"P",0,2016-04-17 11:44:00,"P",0,5,5,0,0,20013,2
"Alpha",2016-04-16 16:53:00,"P",0,2016-04-16 16:58:00,"P",0,5,5,18,15,20014,2
"Bravo",2016-04-16 17:16:00,"P",0,2016-04-16 17:21:00,"P",0,5,5,18,15,20014,2
"Charlie",2016-04-16 17:39:00,"P",0,2016-04-16 17:44:00,"P",0,5,5,18,15,20014,2
"Delta",2016-04-16 18:02:00,"P",0,2016-04-16 18:07:00,"P",0,5,5,18,15,20014,2
"Echo",2016-04-16 18:25:00,"P",0,2016-04-16 18:30:00,"P",0,5,5,18,15,20014,2
"Foxtrot",2016-04-16 18:48:00,"P",0,2016-04-16 18:53:00,"P",0,5,5,18,15,20014,2
"Golf",2016-04-16 19:11:00,"P",0,2016-04-16 19:16:00,"P",0,5,5,18,15,20014,2
"Hotel",2016-04-16 19:34:00,"P",0,2016-04-16 19:39:00,"P",0,5,5,18,15,20014,2
"India",2016-04-16 19:57:00,"P",0,2016-04-16 20:02:00,"P",0,5,5,18,15,20014,2
"Juliet",2016-04-16 20:20:00,"P",0,2016-04-16 20:25:00,"P",0,5,5,18,15,20014,2
"Kilo",2016-04-16 20:43:00,"P",0,2016-04-16 20:48:00,"P",0,5,5,0,0,20014,2
"Kilo",2016-04-17 11:06:00,"P",0,2016-04-17 11:11:00,"P",0,5,5,18,15,20015,2
"Juliet",2016-04-17 11:29:00,"P",0,2016-04-17 11:34:00,"P",0,5,5,18,15,20015,2
"India",2016-04-17 11:52:00,"P",0,2016-04-17 11:57:00,"P",0,5,5,18,15,20015,2
"Hotel",2016-04-17 12:15:00,"P",0,2016-04-17 12:20:00,"P",0,5,5,18,15,20015,2
"Golf",2016-04-17 12:38:00,"P",0,2016-04-17 12:43:00,"P",0,5,5,18,15,20015,2
"Foxtrot",2016-04-17 13:01:00,"P",0,2016-04-17 13:06:00,"P",0,5,5,18,15,20015,2
"Echo",2016-04-17 13:24:00,"P",0,2016-04-17 13:29:00,"P",0,5,5,18,15,20015,2
"Delta",2016-04-17 13:47:00,"P",0,2016-04-17 13:52:00,"P",0,5,5,18,15,20015,2
"Charlie",2016-04-17 14:10:00,"P",0,2016-04-17 14:15:00,"P",0,5,5,18,15,20015,2
"Bravo",2016-04-17 14:33:00,"P",0,2016-04-17 14:38:00,"P",0,5,5,18,15,20015,2
"Alpha",2016-04-17 14:56:00,"P",0,2016-04-17 15:01:00,"P",0,5,5,0,0,20015,2
"Alpha",2016-04-16 21:20:00,"P",0,2016-04-16 21:25:00,"P",0,5,5,18,15,20016,2
"Bravo",2016-04-16 21:43:00,"P",0,2016-04-16 21:48:00,"P",0,5,5,18,15,20016,2
"Charlie",2016-04-16 22:06:00,"P",0,2016-04-16 22:11:00,"P",0,5,5,18,15,20016,2
"Delta",2016-04-16 22:29:00,"P",0,2016-04-16 22:34:00,"P",0,5,5,18,15,20016,2
"Echo",2016-04-16 22:52:00,"P",0,2016-04-16 22:57:00,"P",0,5,5,18,15,20016,2
"Foxtrot",2016-04-16 23:15:00,"P",0,2016-04-16 23:20:00,"P",0,5,5,18,15,20016,2
"Golf",2016-04-16 23:38:00,"P",0,2016-04-16 23:43:00,"P",0,5,5,18,15,20016,2
"Hotel",2016-04-17 00:01:00,"P",0,2016-04-17 00:06:00,"P",0,5,5,18,15,20016,2
"India",2016-04-17 00:24:00,"P",0,2016-04-17 00:29:00,"P",0,5,5,18,15,20016,2
"Juliet",2016-04-17 00:47:00,"P",0,2016-04-17 00:52:00,"P",0,5,5,18,15,20016,2
"Kilo",2016-04-17 01:10:00,"P",0,2016-04-17 01:15:00,"P",0,5,5,0,0,20016,2
"Kilo",2016-04-16 20:31:00,"P",0,2016-04-16 20:36:00,"P",0,5,5,18,15,20017,2
"Juliet",2016-04-16 20:54:00,"P",0,2016-04-16 20:59:00,"P",0,5,5,18,15,20017,2
"India",2016-04-16 21:17:00,"P",0,2016-04-16 21:22:00,"P",0,5,5,18,15,20017,2
"Hotel",2016-04-16 21:40:00,"P",0,2016-04-16 21:45:00,"P",0,5,5,18,15,20017,2
"Golf",2016-04-16 22:03:00,"P",0,2016-04-16 22:08:00,"P",0,5,5,18,15,20017,2
"Foxtrot",2016-04-16 22:26:00,"P",0,2016-04-16 22:31:00,"P",0,5,5,18,15,20017,2
"Echo",2016-04-16 22:49:00,"P",0,2016-04-16 22:54:00,"P",0,5,5,18,15,20017,2
"Delta",2016-04-16 23:12:00,"P",0,2016-04-16 23:17:00,"P",0,5,5,18,15,20017,2
"Charlie",2016-04-16 23:35:00,"P",0,2016-04-16 23:40:00,"P",0,5,5,18,15,20017,2
"Bravo",2016-04-16 23:58:00,"P",0,2016-04-17 00:03:00,"P",0,5,5,18,15,20017,2
"Alpha",2016-04-17 00:21:00,"P",0,2016-04-17 00:26:00,"P",0,5,5,0,0,20017,2
"Alpha",2016-04-17 08:21:00,"P",0,2016-04-17 08:26:00,"P",0,5,5,18,15,20018,2
"Bravo",2016-04-17 08:44:00,"P",0,2016-04-17 08:49:00,"P",0,5,5,18,15,20018,2
"Charlie",2016-04-17 09:07:00,"P",0,2016-04-17 09:12:00,"P",0,5,5,18,15,20018,2
"Delta",2016-04-17 09:30:00,"P",0,2016-04-17 09:35:00,"P",0,5,5,18,15,20018,2
"Echo",2016-04-17 09:53:00,"P",0,2016-04-17 09:58:00,"P",0,5,5,18,15,20018,2
"Foxtrot",2016-04-17 10:16:00,"P",0,2016-04-17 10:21:00,"P",0,5,5,18,15,20018,2
"Golf",2016-04-17 10:39:00,"P",0,2016-04-17 10:44:00,"P",0,5,5,18,15,20018,2
"Hotel",2016-04-17 11:02:00,"P",0,2016-04-17 11:07:00,"P",0,5,5,18,15,20018,2
"India",2016-04-17 11:25:00,"P",0,2016-04-17 11:30:00,"P",0,5,5,18,15,20018,2
"Juliet",2016-04-17 11:48:00,"P",0,2016-04-17 11:53:00,"P",0,5,5,18,15,20018,2
"Kilo",2016-04-17 12:11:00,"P",0,2016-04-17 12:16:00,"P",0,5,5,0,0,20018,2
"Kilo",2016-04-17 13:24:00,"P",0,2016-04-17 13:29:00,"P",0,5,5,18,15,20019,2
"Juliet",2016-04-17 13:47:00,"P",0,2016-04-17 13:52:00,"P",0,5,5,18,15,20019,2
"India",2016-04-17 14:10:00,"P",0,2016-04-17 14:15:00,"P",0,5,5,18,15,20019,2
"Hotel",2016-04-17 14:33:00,"P",0,2016-04-17 14:38:00,"P",0,5,5,18,15,20019,2
"Golf",2016-04-17 14:56:00,"P",0,2016-04-17 15:01:00,"P",0,5,5,18,15,20019,2
"Foxtrot",2016-04-17 15:19:00,"P",0,2016-04-17 15:24:00,"P",0,5,5,18,15,20019,2
"Echo",2016-04-17 15:42:00,"P",0,2016-04-17 15:47:00,"P",0,5,5,18,15,20019,2
"Delta",2016-04-17 16:05:00,"P",0,2016-04-17 16:10:00,"P",0,5,5,18,15,20019,2
"Charlie",2016-04-17 16:28:00,"P",0,2016-04-17 16:33:00,"P",0,5,5,18,15,20019,2
"Bravo",2016-04-17 16:51:00,"P",0,2016-04-17 16:56:00,"P",0,5,5,18,15,20019,2
"Alpha",2016-04-17 17:14:00,"P",0,2016-04-17 17:19:00,"P",0,5,5,0,0,20019,2
"Alpha",2016-04-17 02:56:00,"P",0,2016-04-17 03:01:00,"P",0,5,5,18,15,20020,2
"Bravo",2016-04-17 03:19:00,"P",0,2016-04-17 03:24:00,"P",0,5,5,18,15,20020,2
"Charlie",2016-04-17 03:42:00,"P",0,2016-04-17 03:47:00,"P",0,5,5,18,15,20020,2
"Delta",2016-04-17 04:05:00,"P",0,2016-04-17 04:10:00,"P",0,5,5,18,15,20020,2
"Echo",2016-04-17 04:28:00,"P",0,2016-04-17 04:33:00,"P",0,5,5,18,15,20020,2
"Foxtrot",2016-04-17 04:51:00,"P",0,2016-04-17 04:56:00,"P",0,5,5,18,15,20020,2
"Golf",2016-04-17 05:14:00,"P",0,2016-04-17 05:19:00,"P",0,5,5,18,15,20020,2
"Hotel",2016-04-17 05:37:00,"P",0,2016-04-17 05:42:00,"P",0,5,5,18,15,20020,2
"India",2016-04-17 06:00:00,"P",0,2016-04-17 06:05:00,"P",0,5,5,18,15,20020,2
"Juliet",2016-04-17 06:23:00,"P",0,2016-04-17 06:28:00,"P",0,5,5,18,15,20020,2
"Kilo",2016-04-17 06:46:00,"P",0,2016-04-17 06:51:00,"P",0,5,5,0,0,20020,2
"Kilo",2016-04-17 12:37:00,"P",0,2016-04-17 12:42:00,"P",0,5,5,18,15,20021,2
"Juliet",2016-04-17 13:00:00,"P",0,2016-04-17 13:05:00,"P",0,5,5,18,15,20021,2
"India",2016-04-17 13:23:00,"P",0,2016-04-17 13:28:00,"P",0,5,5,18,15,20021,2
"Hotel",2016-04-17 13:46:00,"P",0,2016-04-17 13:51:00,"P",0,5,5,18,15,20021,2
"Golf",2016-04-17 14:09:00,"P",0,2016-04-17 14:14:00,"P",0,5,5,18,15,20021,2
"Foxtrot",2016-04-17 14:32:00,"P",0,2016-04-17 14:37:00,"P",0,5,5,18,15,20021,2
"Echo",2016-04-17 14:55:00,"P",0,2016-04-17 15:00:00,"P",0,5,5,18,15,20021,2
"Delta",2016-04-17 15:18:00,"P",0,2016-04-17 15:23:00,"P",0,5,5,18,15,20021,2
"Charlie",2016-04-17 15:41:00,"P",0,2016-04-17 15:46:00,"P",0,5,5,18,15,20021,2
"Bravo",2016-04-17 16:04:00,"P",0,2016-04-17 16:09:00,"P",0,5,5,18,15,20021,2
"Alpha",2016-04-17 16:27:00,"P",0,2016-04-17 16:32:00,"P",0,5,5,0,0,20021,2
"Alpha",2016-04-16 15:17:00,"P",0,2016-04-16 15:22:00,"P",0,5,5,18,15,20022,2
"Bravo",2016-04-16 15:40:00,"P",0,2016-04-16 15:45:00,"P",0,5,5,18,15,20022,2
"Charlie",2016-04-16 16:03:00,"P",0,2016-04-16 16:08:00,"P",0,5,5,18,15,20022,2
"Delta",2016-04-16 16:26:00,"P",0,2016-04-16 16:31:00,"P",0,5,5,18,15,20022,2
"Echo",2016-04-16 16:49:00,"P",0,2016-04-16 16:54:00,"P",0,5,5,18,15,20022,2
"Foxtrot",2016-04-16 17:12:00,"P",0,2016-04-16 17:17:00,"P",0,5,5,18,15,20022,2
"Golf",2016-04-16 17:35:00,"P",0,2016-04-16 17:40:00,"P",0,5,5,18,15,20022,2
"Hotel",2016-04-16 17:58:00,"P",0,2016-04-16 18:03:00,"P",0,5,5,18,15,20022,2
"India",2016-04-16 18:21:00,"P",0,2016-04-16 18:26:00,"P",0,5,5,18,15,20022,2
"Juliet",2016-04-16 18:44:00,"P",0,2016-04-16 18:49:00,"P",0,5,5,18,15,20022,2
"Kilo",2016-04-16 19:07:00,"P",0,2016-04-16 19:12:00,"P",0,5,5,0,0,20022,2
"Kilo",2016-04-17 03:14:00,"P",0,2016-04-17 03:19:00,"P",0,5,5,18,15,20023,2
"Juliet",2016-04-17 03:37:00,"P",0,2016-04-17 03:42:00,"P",0,5,5,18,15,20023,2
"India",2016-04-17 04:00:00,"P",0,2016-04-17 04:05:00,"P",0,5,5,18,15,20023,2
"Hotel",2016-04-17 04:23:00,"P",0,2016-04-17 04:28:00,"P",0,5,5,18,15,20023,2
"Golf",2016-04-17 04:46:00,"P",0,2016-04-17 04:51:00,"P",0,5,5,18,15,20023,2
"Foxtrot",2016-04-17 05:09:00,"P",0,2016-04-17 05:14:00,"P",0,5,5,18,15,20023,2
"Echo",2016-04-17 05:32:00,"P",0,2016-04-17 05:37:00,"P",0,5,5,18,15,20023,2
"Delta",2016-04-17 05:55:00,"P",0,2016-04-17 06:00:00,"P",0,5,5,18,15,20023,2
"Charlie",2016-04-17 06:18:00,"P",0,2016-04-17 06:23:00,"P",0,5,5,18,15,20023,2
"Bravo",2016-04-17 06:41:00,"P",0,2016-04-17 06:46:00,"P",0,5,5,18,15,20023,2
"Alpha",2016-04-17 07:04:00,"P",0,2016-04-17 07:09:00,"P",0,5,5,0,0,20023,2
"Alpha",2016-04-17 21:01:00,"P",0,2016-04-17 21:06:00,"P",0,5,5,18,15,20024,2
"Bravo",2016-04-17 21:24:00,"P",0,2016-04-17 21:29:00,"P",0,5,5,18,15,20024,2
"Charlie",2016-04-17 21:47:00,"P",0,2016-04-17 21:52:00,"P",0,5,5,18,15,20024,2
"Delta",2016-04-17 22:10:00,"P",0,2016-04-17 22:15:00,"P",0,5,5,18,15,20024,2
"Echo",2016-04-17 22:33:00,"P",0,2016-04-17 22:38:00,"P",0,5,5,18,15,20024,2
"Foxtrot",2016-04-17 22:56:00,"P",0,2016-04-17 23:01:00,"P",0,5,5,18,15,20024,2
"Golf",2016-04-17 23:19:00,"P",0,2016-04-17 23:24:00,"P",0,5,5,18,15,20024,2
"Hotel",2016-04-17 23:42:00,"P",0,2016-04-17 23:47:00,"P",0,5,5,18,15,20024,2
"India",2016-04-18 00:05:00,"P",0,2016-04-18 00:10:00,"P",0,5,5,18,15,20024,2
"Juliet",2016-04-18 00:28:00,"P",0,2016-04-18 00:33:00,"P",0,5,5,18,15,20024,2
"Kilo",2016-04-18 00:51:00,"P",0,2016-04-18 00:56:00,"P",0,5,5,0,0,20024,2
"Kilo",2016-04-17 18:07:00,"P",0,2016-04-17 18:12:00,"P",0,5,5,18,15,20025,2
"Juliet",2016-04-17 18:30:00,"P",0,2016-04-17 18:35:00,"P",0,5,5,18,15,20025,2
"India",2016-04-17 18:53:00,"P",0,2016-04-17 18:58:00,"P",0,5,5,18,15,20025,2
"Hotel",2016-04-17 19:16:00,"P",0,2016-04-17 19:21:00,"P",0,5,5,18,15,20025,2
"Golf",2016-04-17 19:39:00,"P",0,2016-04-17 19:44:00,"P",0,5,5,18,15,20025,2
"Foxtrot",2016-04-17 20:02:00,"P",0,2016-04-17 20:07:00,"P",0,5,5,18,15,20025,2
"Echo",2016-04-17 20:25:00,"P",0,2016-04-17 20:30:00,"P",0,5,5,18,15,20025,2
"Delta",2016-04-17 20:48:00,"P",0,2016-04-17 20:53:00,"P",0,5,5,18,15,20025,2
"Charlie",2016-04-17 21:11:00,"P",0,2016-04-17 21:16:00,"P",0,5,5,18,15,20025,2
"Bravo",2016-04-17 21:34:00,"P",0,2016-04-17 21:39:00,"P",0,5,5,18,15,20025,2
"Alpha",2016-04-17 21:57:00,"P",0,2016-04-17 22:02:00,"P",0,5,5,0,0,20025,2
"Alpha",2016-04-16 08:10:00,"P",0,2016-04-16 08:15:00,"P",0,5,5,18,15,20026,2
"Bravo",2016-04-16 08:33:00,"P",0,2016-04-16 08:38:00,"P",0,5,5,18,15,20026,2
"Charlie",2016-04-16 08:56:00,"P",0,2016-04-16 09:01:00,"P",0,5,5,18,15,20026,2
"Delta",2016-04-16 09:19:00,"P",0,2016-04-16 09:24:00,"P",0,5,5,18,15,20026,2
"Echo",2016-04-16 09:42:00,"P",0,2016-04-16 09:47:00,"P",0,5,5,18,15,20026,2
"Foxtrot",2016-04-16 10:05:00,"P",0,2016-04-16 10:10:00,"P",0,5,5,18,15,20026,2
"Golf",2016-04-16 10:28:00,"P",0,2016-04-16 10:33:00,"P",0,5,5,18,15,20026,2
"Hotel",2016-04-16 10:51:00,"P",0,2016-04-16 10:56:00,"P",0,5,5,18,15,20026,2
"India",2016-04-16 11:14:00,"P",0,2016-04-16 11:19:00,"P",0,5,5,18,15,20026,2
"Juliet",2016-04-16 11:37:00,"P",0,2016-04-16 11:42:00,"P",0,5,5,18,15,20026,2
"Kilo",2016-04-16 12:00:00,"P",0,2016-04-16 12:05:00,"P",0,5,5,0,0,20026,2
"Kilo",2016-04-17 04:39:00,"P",0,2016-04-17 04:44:00,"P",0,5,5,18,15,20027,2
"Juliet",2016-04-17 05:02:00,"P",0,2016-04-17 05:07:00,"P",0,5,5,18,15,20027,2
"India",2016-04-17 05:25:00,"P",0,2016-04-17 05:30:00,"P",0,5,5,18,15,20027,2
"Hotel",2016-04-17 05:48:00,"P",0,2016-04-17 05:53:00,"P",0,5,5,18,15,20027,2
"Golf",2016-04-17 06:11:00,"P",0,2016-04-17 06:16:00,"P",0,5,5,18,15,20027,2
"Foxtrot",2016-04-17 06:34:00,"P",0,2016-04-17 06:39:00,"P",0,5,5,18,15,20027,2
"Echo",2016-04-17 06:57:00,"P",0,2016-04-17 07:02:00,"P",0,5,5,18,15,20027,2
"Delta",2016-04-17 07:20:00,"P",0,2016-04-17 07:25:00,"P",0,5,5,18,15,20027,2
"Charlie",2016-04-17 07:43:00,"P",0,2016-04-17 07:48:00,"P",0,5,5,18,15,20027,2
"Bravo",2016-04-17 08:06:00,"P",0,2016-04-17 08:11:00,"P",0,5,5,18,15,20027,2
"Alpha",2016-04-17 08:29:00,"P",0,2016-04-17 08:34:00,"P",0,5,5,0,0,20027,2
"Alpha",2016-04-16 07:09:00,"P",0,2016-04-16 07:14:00,"P",0,5,5,18,15,20028,2
"Bravo",2016-04-16 07:32:00,"P",0,2016-04-16 07:37:00,"P",0,5,5,18,15,20028,2
"Charlie",2016-04-16 07:55:00,"P",0,2016-04-16 08:00:00,"P",0,5,5,18,15,20028,2
"Delta",2016-04-16 08:18:00,"P",0,2016-04-16 08:23:00,"P",0,5,5,18,15,20028,2
"Echo",2016-04-16 08:41:00,"P",0,2016-04-16 08:46:00,"P",0,5,5,18,15,20028,2
"Foxtrot",2016-04-16 09:04:00,"P",0,2016-04-16 09:09:00,"P",0,5,5,18,15,20028,2
"Golf",2016-04-16 09:27:00,"P",0,2016-04-16 09:32:00,"P",0,5,5,18,15,20028,2
"Hotel",2016-04-16 09:50:00,"P",0,2016-04-16 09:55:00,"P",0,5,5,18,15,20028,2
"India",2016-04-16 10:13:00,"P",0,2016-04-16 10:18:00,"P",0,5,5,18,15,20028,2
"Juliet",2016-04-16 10:36:00,"P",0,2016-04-16 10:41:00,"P",0,5,5,18,15,20028,2
"Kilo",2016-04-16 10:59:00,"P",0,2016-04-16 11:04:00,"P",0,5,5,0,0,20028,2
"Kilo",2016-04-16 02:26:00,"P",0,2016-04-16 02:31:00,"P",0,5,5,18,15,20029,2
"Juliet",2016-04-16 02:49:00,"P",0,2016-04-16 02:54:00,"P",0,5,5,18,15,20029,2
"India",2016-04-16 03:12:00,"P",0,2016-04-16 03:17:00,"P",0,5,5,18,15,20029,2
"Hotel",2016-04-16 03:35:00,"P",0,2016-04-16 03:40:00,"P",0,5,5,18,15,20029,2
"Golf",2016-04-16 03:58:00,"P",0,2016-04-16 04:03:00,"P",0,5,5,18,15,20029,2
"Foxtrot",2016-04-16 04:21:00,"P",0,2016-04-16 04:26:00,"P",0,5,5,18,15,20029,2
"Echo",2016-04-16 04:44:00,"P",0,2016-04-16 04:49:00,"P",0,5,5,18,15,20029,2
"Delta",2016-04-16 05:07:00,"P",0,2016-04-16 05:12:00,"P",0,5,5,18,15,20029,2
"Charlie",2016-04-16 05:30:00,"P",0,2016-04-16 05:35:00,"P",0,5,5,18,15,20029,2
"Bravo",2016-04-16 05:53:00,"P",0,2016-04-16 05:58:00,"P",0,5,5,18,15,20029,2
"Alpha",2016-04-16 06:16:00,"P",0,2016-04-16 06:21:00,"P",0,5,5,0,0,20029,2
"Alpha",2016-04-16 19:56:00,"P",0,2016-04-16 20:01:00,"P",0,5,5,18,15,20030,2
"Bravo",2016-04-16 20:19:00,"P",0,2016-04-16 20:24:00,"P",0,5,5,18,15,20030,2
